user_id,recipe_id,date,rating,review,,
2013920,49,2015-01-05,5,"This was AMAZING with a few minor changes. I only used 6 breast halves, but the same amount of the sauce. I sauteed onions and garlic in the same pan after I removed the mushrooms.  To the sauce mixture I added dried oregano and thyme and added back the onions and garlic to let it all reduce together.    I served with mashed potatoes.",,
305461,49,2016-06-20,5,I have made this recipe and saut&eacute;ed the green onions with the mushrooms. Then removed and saut&eacute;ed the chicken breasts which I did not cover during cooking. Made my sauce in the same pan and poured over my chicken. I just had the butcher cut chicken breasts in half. Did not pound them. I baked for approximately 30 minutes covered and they came out great! The sauce is excellent!,,
10448,50,2004-12-15,5,This recipe is sooooo close to what you find in Italy.  I just needed the Vin Santo wine to dip it in.  The only change I made was that I used parchment paper on my baking sheets instead of the buttered and floured sheet.,,
1060485,50,2009-03-22,4,pretty good,,
133174,52,2004-08-02,5,"I haven't made this in years.  When the kids were small, I would make it for teachers gifts, etc.  I used 1/2 cup Splenda sugar substitute and 1/2 nonfat dry milk solid and 1/2 nonfat coffee creamer.  I find that adding the creamer makes for a richer tasting coffee.",,
557764,53,2009-07-09,3,"First Jimmy let me say that the taste was great! the reason I only gave 3 stars is because of the way the recipe was written, and wantedmaybe new cooks to have a heads up. It looks like a down home cake, not an upscale restuarant cake.  My family loves down home cakes. However, there is a few problems with the recipe itself In step 3 it says to add the oil, but the list of ingredients does not have oil .  I added 1/2 cup and it worked out fine.  and in your instructions you never mentioned the applesauce. I added this with the rest of my ingredients.
Love the texture, lots of different things going on with the walnuts carrots raisins and coconut.  I had never thought of using five spice like this and the flavor turned out great.
thanks Jim",,
53959,55,2006-01-12,4,I liked it. I was surprised since it didn't have sour cream  in it but it was pretty good. Thank you for sharing.,,
165567,55,2006-03-31,5,"I LOVED this recipe! I was looking for a guacamole recipe that was simple, easy and didn't use onion (allergy). Except for a little addition of chili powder and cayenne pepper, the recipe was followed and it was AMAZING! thanks for posting!!!!",,
1060485,55,2009-04-07,5,loved this! my family ate it all up! will deffinally make again! and i used natural lime juice and it turned our extra good!,,
851190,55,2010-05-23,5,I used Italian plum tomatoes for this as they are firm and not real juicy.  They worked great and the dip was awesome!  The lime really adds a depth of flavor that we just love!,,
437767,58,2007-12-26,3,"This was an OK stew, but I had to add many more vegetables and double the base to really make it a meal, which is what I expect when making a stew. Left out the pearl onions and used a white onion, sliced thickly. The flavor of the base may make it worth trying again.",,
162826,58,2008-03-09,5,"This is a great beef stew; didn't use the pearl onions, just sliced yellow...and used some left-over green beans for the sugar snaps.
Make for the Low-fat event in CPF.",,
5060,58,2008-11-20,5,"mmm mmm good! We enjoyed this stew very much.  I used ordinary stewing beef and used sherry for the wine, delicious!  I used less bably carrots and added celery, rutabega, fennel bulb and rather than pearl onions, which are to hard to get, used regular white onon and left out the snap peas in favour of the fennel bulb. I cut all the veggies into large chunks.  Also cut the cornstarch to just one tablespoon  which thickened it quite nicely.  Lovely favlourful stew, I will be makeing again.",,
1060485,58,2009-04-25,3,its aiight,,
1279229,58,2009-05-26,5,"This was an easy, tasty, and healthy stew. I used regular stew meat and yellow onions with carrots, celery, new potatoes, and parsnip as well as a few extra seasonings, including a pinch of powdered cayenne pepper and a 1/2 t. of sugar. The thickened gravy was especially good.",,
1041886,58,2009-12-11,5,made this in my slow cooker....delicious!,,
943739,58,2010-01-30,5,"A very good beef stew recipe! I used a regular sweet onion, diced, and 2 regular-sized carrots; no snap peas. I browned the meat in bacon fat instead of vegetable oil (since some beef stew recipes have bacon in them, I thought it would be good for the flavor) and it was very tasty! This will be my new standard recipe for beef stew!",,
91383,59,2003-07-07,5,"Made this dish for a as a starter for a dinner party one afternoon.
Everybody said........""warm bruschetta???""
They then proceeded to devour every last crumb of the stuff.
Fantastic recipe...thanks.",,
70793,59,2007-03-31,5,"A different kind of bruschetta, but I couldn't ask for a more tasty treat. I served these up as the first course of an italian feast for my parents anniversary. This wowed mom and dad. I have made it several times since, and it seems to get better and better. I add oregano, seasoning salt, pepper, some onion salt and garlic to the ricotta mixture and it is great. Thanks!",,
1060485,59,2009-05-11,5,VERY GOOD! everyone loved it!!,,
851190,59,2010-05-23,5,"I was having company and decided to make this for the appetizer.  It was very well received by all and I got lots of compliments, so you know it's good!",,
16408,62,2001-10-25,5,"This recipe was awesome! I took it to a family reunion, and it was gone in minutes!",,
14613,62,2001-11-20,4,"the combination of ingredients is smart, but this recipe as is desparately needs some sea salt and balsamic vinegar for that extra kick.",,
41550,62,2002-07-23,4,This was quite good and even better the second day after the flavors had more time to blend.  I used frozen corn to save time and it worked very well; I undercooked it just a bit to keep it's crunch.  Next time I would use less olive oil.,,
56061,62,2007-03-02,5,"We liked this recipe a lot because it's very flavorful.  As I've had a chance to adjust the recipe to our taste, it's evolved into something that we enjoy often.  We substitute lime juice for the lemon juice and significantly increase the amount.  I use frozen corn and instead of the fresh parsely leaves I use a lot of cilantro.  As mentioned by another reviewer, I throw in a good pinch of sea salt.  Usually, I substitute a finely minced red onion for the scallion.  I also find that the flavors in this salad improve greatly as it sits, so I try to make it the evening before we want to eat it.  This is a staple at our house!  It's very versatile and my kids love it with some chips or to roll into a tortilla.  Thank you for posting it!",,
175124,62,2007-03-27,5,"This was a delicious salad! We subbed coriander (cilantro) for the parsley and used frozen corn and cooked, dried beans.",,
385678,62,2007-04-09,5,This tasted great!  I also used a lot of cilantro.  Thanks for sharing this recipe!,,
350769,62,2007-04-26,5,"This salad is a complete, satisfying, refreshing and nutritious meal (and quite pretty too, I must say!). The next time around I will probably use less lemon juice; a bit too much 'zing' for my personal taste, but I will definately make it again.",,
475746,62,2007-06-20,5,Easy and simple.  We loved it. Thanks.,,
56003,62,2007-06-24,5,"Thanks, Dave, for a tasty and simple to make salad.  Served with #228639 Chipolte-Lime Grilled Cornish Rock Game Hens and it was a great side dish.  I, also, made with an extra tomato.  Had enough to have for lunch the next day.  Yummy!",,
549669,62,2007-08-06,4,"This recipe is one that I make again.  I loved all of the flavors and textures.  Unfortunately, the rest of my family didn't as much...but that's ok...more for me!",,
283251,62,2007-08-15,4,"Easy and delicious! I used frozen corn and served this with cuban spiced pork chops #134871. Very good. Needed a little salt and pepper, but a very nice summer salad. :)",,
30298,62,2007-11-08,5,"Delicious!  I will definitely make this again.  I brought it to a church function, and had requests for the link to your recipe.  I used frozen corn.  Thanks!",,
357323,62,2007-11-25,5,"Yummy! I was looking for something easy to whip up for a dinner party. The main dish was chicken enchiladas and this recipe made a great side dish. I threw this all together and heated it on the stove for about 10 minutes. I used a can of seasoned black beans, and I threw in some ground cumin and garlic salt. I didn't use lettuce leaves since I served it hot. Come summer I'll try this as a salad!",,
53448,62,2008-05-27,5,"Great! loved it. I used 3 types of beans, tripled the recipe and it was a hit. thanks for posting.",,
730763,62,2008-05-30,5,The flavors melded together nicely in this salad.   We ate it at room temperature and it was a BIG HIT!  Thanks Dave!,,
520620,62,2009-04-25,5,"Very flavorful! easy to put together, great summer salad thank you for posting",,
367847,62,2009-05-23,5,Great salad ... only addition I made was equal amounts of cilantro and parsley.  Will make again.,,
195750,62,2009-06-11,4,Really enjoyed this recipe.  Fresh ingredients that are really healthy.  Yum!,,
729254,62,2009-06-22,5,I loved this! Made recipe just as written. Beautiful simple flavors. Served this with some leftover chicken skewers and lettuce.,,
44383,62,2009-09-18,3,Wasn't thrilled with this salad much at all. Didn't like the texture of the black beans with corn and we found the whole thing pretty much tasteless.  Sorry but won't be repeating this one.,,
222970,62,2010-08-19,5,Very nice! Tasty dressing. The parsley was a nice touch. Cilantro would have worked as well. It was very good served as a side to spicy chicken fajitas with some rice and guacamole and summer squash.,,
171084,62,2013-01-01,5,"This a great with hamburgers after over a week of holiday food.  Simple, light and easy!  Taking some suggestions from other reviewers, I did add a dash of cilantro and also some chick peas I had left over from another recipe.  I loved the flavors!  Will make this again!",,
64625,63,2008-05-17,5,"A very tasty soup, easy to make, rich, hearty, satisfying.  I used some smoked sausage, and in addition to recipe ingredients added sliced carrots and celery stalks.  Had some turkey stock on hand which was a flavourful choice.  I didn't use the tip in Notes at bottom of recipe, although I did serve sourdough bread with the soup.  Well done, thanks for posting!  I appreciated it!",,
122210,63,2008-05-23,5,"This at on the very top of my ""all-time-favorite-Nick-Stellino's recipes"" list.  I serve it all the time and, when we are having a pot luck lunch at work, that's the only thing anyone wants me to bring.  It's delicious!",,
871291,63,2009-02-03,5,"Easy and fast to fix. I fixed it for my wife and she loved it. Using the sun dried tomatoes does not over ride the taste with tomato. Sausage helps to add flavor, andoulle sausage works well also.",,
1501478,63,2010-01-26,5,I made this recipe last night and it was great.  I changed the recipe a little using Hillshire FarmÂ® Turkey Polska Kielbasa and left out the white wine.  It was wonderful and I would highly recommend this recipe if asked.  Thanks for providing it.,,
42938,66,2002-10-21,4,This was an excellent sauce! I did cut it in half and still have some left for next time. It was really tangy and BH really liked it. He was the one who braved the cold and went outside to cook it on the grill after I had marinaded two ribs for about an hour. I gave him some extra sauce to baste with and all turned out well. The time it took to prepare and the long list of ingredients used was well worth it. I may even try this during the winter as a slow roast or even a crockpot recipe for ribs as I still have quite a few of them in the freezer.,,
8679,66,2003-03-17,5,"This was super quick and easy to make.  It has a wonderful, rich flavour and is equally nice for a brush on sauce on the grill or a slow cook method.  I added a small drop of liquid smoke flavour and extra garlic.  I've made this many times since I first found the recipe and everyone LOVES it.  Use it on any meat, it's great!",,
136813,66,2007-04-14,5,This is a great sauce!  The only change I made was to substitute apple cider vinegar for the red wine vinegar.  Next time I think I'm going to mix in chipotle powder with the chili powder for a smokey kick.,,
498631,66,2007-05-11,5,"Everyone loved it! I have to admit that barbecue sauce with coffee just didn't sound right, but we needed barbecue sauce and had all the right ingredients for this one. WOW! The whole family was raving over the barbecue sauce (and wanted to know the brand and store where we bought it!) Even grandma, who was sure that it would be too spicy for her, asked for more to dip her barbecued ribs into. Thanks for sharing the recipe!",,
352271,66,2007-11-05,5,Made this sauce to go on some bbq chicken.  Everone loved it!  Thanks Queen Dragon Mom.  Ann,,
314792,66,2008-02-04,5,I've used this on chicken and ribs now and it always gets rave reviews.    This is one of the few recipes I wouldn't dare to tweak - - its great just the way it is!,,
136004,66,2008-06-05,5,Outstanding!  The only change I made was add 2 Tblsp water (rather than add 1 Tblsp water to dry mustard).  Didn't have expresso so made a strong pot of coffee and added that.  Fabulous flavor - deep and rich.  We're going to have this one alot.  Thanks!,,
330545,66,2009-01-02,5,"What flavor!  Used on chicken and my son grabbed what was left of the sauce to take home.  Can't wait to try this on ribs now.  Made for the Comfort Cafe, a tag game.",,
675265,66,2009-01-10,5,Very nice flavored bbq sauce!  We enjoyed it on our ribs and chicken.,,
983723,66,2010-05-23,5,"What a great BBQ sauce!  My DW made it and I slathered it on chicken for grill.  All my kids raved about it, so we will use this often this summer.  Next time I plan to try it on some ribs!",,
133174,66,2010-07-04,5,Why would anyone buy barbecue sauce when this can be done in minutes?  It has a very nice blending of flavors.  It is very thick and rich.  Made for When It's Hot/When Its Not in the Diabetic Forum.,,
124416,66,2010-07-08,5,"Really good, flavorful.  Nice and thick.  I used only 1 each of the cumin and chili powder, will use 2 T. next time because it seemed a little too sweet.",,
383346,66,2010-07-09,5,This is great.  I made fresh espresso and did half the recipe.  I used red onion and omitted the garlic.  I didn't have hot dry mustard so used plain dry mustard.  I used it on chicken breasts.  But I have enough leftover to try on something else.  Thanks Queen Dragon Mom :)  Made for When it's hot event,,
744425,66,2010-07-11,5,"Dh wanted to buy a bbq sauce, but I said that's for wimps - the sauce they sell is basically overpriced ketchup.  I figured I'd find an easy 2-ingredient recipe, but instead, happened upon this one.  Far more effort than the 2-ingredient recipe would have been, but the taste is subtle, complex and delightful.  Yes, there's ketchup in it, but also a nice interplay of flavours that I'm sure will be a hit at our chicken BBQ tonight.  Thanks!",,
176798,66,2010-10-02,5,Awesome recipes.  I have used it several times now.,,
679953,66,2011-03-28,5,"Other than leaving out the dry mustard, made recipe as posted.  Great Sauce !!  Used it on some drumsticks tonight as they were on sale..  It definately beats some of the store brand names.  Made for I recommend.",,
2300352,66,2013-03-05,5,LOVED the flavor of this sauce! It's cool and rainy outside so I used it to baste some oven-roasted pork chops. It is simple to put together and so TASTY! I don't think I'm ever gonna buy it in a bottle again :),,
2542287,66,2013-07-22,5,This sauce is amazing. I have been looking for a recipe for a sauce similar to the sauce served at my favorite hometown rib joint. This is the closest thing I have found. I followed the recipe and only added 1/4 cup of bourbon.,,
2001180732,66,2016-09-24,5,I lerterally just made this sauce before I read this post. I made coffee bbq sauce and googled it and this is the exact same ingredients minus I added home made hot sauce. Mind blown,,
5974,67,2001-02-20,5,"This pound cake makes a great base for Strawberry shortcake.
The recipe does NOT half well, however it does freeze well and handy to have on hand for a quick dessert.
Use quality bourbon for the best taste.  I recommend Labrot & Graham's Woodford Reserve if you want to keep a very fine bourbon on hand for cooking, baking and drinking.  ;-)",,
86318,70,2003-09-07,0,"I don't think anyone would have done it, but the preheating mentioned in step 1 is much too early. The dough mentioned in step 4 was a batter. So I added enough flour (5 1/2 more cups), extra salt (1 teaspoon) and some oil (1 tablespoon - just because) to make a kneadable dough. I continued from there, and got 2 medium loaves (620 g each) and 17 rolls at about 45 g (1 1/2 oz) each. What can I say? The bread is delicious, but it's not really the bread of this recipe. And I'm not sure what the buckwheat flour contributes - maybe some texture, not much flavor what with the caraway seeds. We will eat the bread and enjoy it, but I don't think I'll try this again.",,
868335,70,2008-06-21,1,I believe there is a serious error in this recipe. Perhaps it should call for 2 Tbsp water instead of 2 cups? I had to add at least another 1 1/2 cups flour to get it to a kneadable stage. Not sure if it will turn out!,,
269153,81,2006-03-09,5,"This is FANTASTIC!!!

I am mailing this out TONIGHT!!! - for starters.",,
985729,81,2010-05-23,5,I have made several of these and they are awesome!  I also made apple nut muffins and carrot nut muffins with the mix.  All were great!,,
224367,82,2006-01-26,5,Great taste and texture as well.  Just like the ones I eat at home. Thank you for posting.,,
695362,82,2007-12-25,2,"This recipe is missing something.  I felt that the filling was a little bland.  Any suggestions on what spices to add to give it more of a kick?  Also, I found it was difficult using the muffin tin.  I used too much dough and my lids did not completely enlose it.  I think it would be easier to make it into a sealed taco, rather than a personal pot pie.",,
1193707,82,2009-05-25,0,"Newcook in New York, you can add any spices you want.  The thing is, ""Empadinhas"" are not spicy...  The dough, if correctly made, is extremely tasty and flaky; I don't know why, but we call it ""Massa Podre"" (rotten dough).  (I don't recall only egg yolk in the dough, by the way.)  My grandmother used to make them all the time.  They are actually made in very small individual tins.  It's A LOT of work, since each individual tiny tin has to be buttered and then arranged on a cookie panto take them to the oven. People nowadays buy them already made, for parties.",,
170807,84,2004-11-08,5,This was the bomb! I love brussel sprouts and the dill just gave it that extra WOW! My husband crumbled baccon in his I don't eat meat but my husband thought it was oh so yummy! ,,
284922,84,2006-02-10,5,"What wonderful flavor!  We cut the recipe in half because it is just the two of us, but oh my gosh!  So yummy!  Thanks for the recipe!",,
424741,84,2007-01-13,5,This was excellent.  Wonderful flavor.  Perfect texture.  I cut the recipe in half but otherwise followed it exactly (using the option to cut the sprouts in half).  I was also fortunate enough to have fresh brussels sprouts from the farmers market.  The wine vinegar I have is probably not the best.  It would probably be even better with a better quality vinegar.  I might even try it with balsamic....,,
11297,84,2007-07-24,5,"I too scaled back to serve the two of us and I still managed to have some leftover.  These I chopped and added to some cold leftover fettuccine with some halved cherry tomatoes and shredded chicken, all mixed together with some garlic mayonaise. An easy meal for my lunch.  These sprouts are a keeper for me :)",,
27678,85,2005-03-25,5,"A perfect cake. I actually need it to use for another recipe, but couldn't bear to buy one in the supermarket, full of E-numbers and other horrible things, when this is so easy to make. The only thing I found was that my baking time was less than is given here -- about 1 hour total. Perhaps this is because I am using a fan oven but in any case it pays to keep an eye on the cake and test periodically.",,
273254,85,2009-02-09,5,This recipe is so easy and the cake was absolutely fabulous! I added an extra tablespoon of milk because the batter seemed a bit thick. I used a round cake tin and cooked it for an hour and ten minutes at 150C. It came out perfect. This is definitely one I'll be using often. Thanks for the recipe!,,
92666,91,2004-01-30,4,"I'm not a big fan of broccoli, but this was good.  The savory was a bit too strong.  I'd use about 4 tsps next time",,
189393,91,2005-05-17,5,Wonderful way to liven up blah brown rice!  Thank you!!,,
601227,91,2008-05-17,5,"I did not add the savory,snow peas,lemon or coconut. Just didn't have these on hand. Don't know that I would even use the coconut. BUT, what I did do is: Sautee the gr. onion, celery, ginger and fresh garlic in the 3 TBL butter. Added the chicken broth. Brought it to a boil then added sliced carrots the broccoli, mushrooms, oregano, marjoram, fresh basil and the rice. Brought that to a boil and then simmered for 20 minutes. Absolutely delicious! Next time I will add some slivered water chestnuts for some crunch. Yum!!",,
194829,91,2009-01-29,5,"Very good... I'm snowed in here in central Kentucky, trying to cook with what I have on hand. I had a big bag of brown rice and little else. Used dried rosemary and oregano in rice, then Sauteed onions, carrots, and celery in EVOO until tender. Excellent recipe. Thanks!",,
52543,91,2009-02-22,5,"You can tell by the recipe number that this has been on Zaar for a long time; I surprised that it hasn't been treid & reviewed by more chefs! Its a very easy & versatile recipe that gives great flavour to plain old boring brown rice. Due to lack of ingredients, I made the following substitutions: dried thyme for savory, powdered ginger for fresh, purple onion for green & lemon pepper for zest. I added dethawed frozen pea pods & broccoli florets once the celery & onions were tender. I'll repeat this recipe with different veggie combinations in the future. Thanx Robb!",,
2000462500,91,2015-09-08,5,Great - v useful for the brown rice/stock ratio for over baking. Thanks,,
64583,92,2004-05-06,5,"I've had this in my cookbook for ages, finally made it and I'm so glad I did.  It's delicious!  The apples don't turn brown even hours later and the orange juice, honey and lime juice together had a great taste.  Thanks.",,
204118,92,2007-02-11,5,This is a very good apple salad recipe. I'm so glad I tried it. I make the 4 servings and keep it the refigerator for snacks. It keeps really well for a few days. The combination of flavours is really nice. Thanks so much for sharing this recipe.,,
324621,92,2007-05-14,4,"I liked this fairly well. I used orange juice, red grapes, mandarin orange sections and a Fuji apple. Went well with our simple mac and cheese dinner. Thanks!",,
1248818,92,2009-07-24,5,"I used grapes, apples, walnuts and slivered almonds for extra crunch!  Delicious!",,
851190,92,2010-05-23,5,This made a really flavorful fruit salad that we enjoyed with our breakfast.  I look forward to having it again!,,
13483,93,2002-08-07,5,"I really liked this for three reasons.  It can be made ahead of time, it does not need to be cooked or broiled and it tasted great!!  What a winner!!",,
79361,93,2003-07-29,5,So easy and SO GOOD! Thanks for a quick and reliably delicious dish!,,
30539,93,2003-10-03,5,"I have prepared these for several clients & have gotten rave reviews!  It's easiest to do the stuffing if you spoon the mixture into a plastic baggie (or pastry bag), snip a small hole in the end & pipe the filling into the mushrooms.  Put the leaf, then the nut and the presentation is great!",,
101823,93,2004-08-08,5,"I prepared these as part of a appetizer buffet.  Even those who didn't care for blue cheese loved these.  I omitted the fresh basil (OK, I forgot it :oops:) and just topped each mushroom with a pecan half.  It was great to have a stuffed mushroom recipe that was cool for a hot summer night.",,
183533,93,2004-12-28,2,These were the only things left on my party buffet.  I guess noone liked the blue cheese.,,
13796,93,2006-12-27,5,Jeez.... I thought I reviewed these little babies a while ago. They are the best! Everyone loved them. Hmmm..... Me thinks I DID review them ...... what happened to it??,,
627420,93,2009-07-24,5,If you love blue cheese then this is for you to try!  I loved these little buggers!,,
983811,93,2010-05-23,5,"If you like Blue Cheese these are just what you are looking for!  They went  fast at my last family gathering, and will be made again for sure!",,
236470,94,2006-01-01,5,Tried these today and man they were great.  Thanks for this.,,
531768,94,2007-08-19,5,"Just made this, it was really good with my blueberries from my bushes.",,
1345326,94,2009-08-07,5,"Very easy and delicious!  Not too sweet, just right!",,
983811,94,2010-05-23,5,"These were awesome using fresh blueberries!  My DS asked me to make them and he was so thrilled when I did, that he brought over the whole neighborhood to try them!  They were a huge hit with us all!",,
2369,100,2000-10-20,3,It is a good recipe...but I believe that it would be better if it had raisins included  :),,
10701,100,2001-06-06,3,was a bit fiddley but good. I used Wild Turkey bourbon instead & added a few rasins.,,
27678,109,2006-02-02,5,"Wow, talk about full of flavour. I think this recipe would please nearly everyone because it hasn't got any strong spices but it's still incredibly tasty. The lemon and pepper flavours really compliment the lamb and the juices from the meat give the potatoes lots of flavour. I used leg of lamb fillets, which were done after about 25 minutes.",,
983811,109,2010-05-23,5,"The lamb was so tender and everything had so much flavor, it was hard to stop eating!  I loved the juice the lemon made and it was great drizzled over the potatoes.  I plan to make this for my inlaws when they come to see us, as they both love lamb and I know this will tickle their taste buds!",,
